ticker,price,transaction_date,transaction_type,quantity,account_number,create_date
CAAS,$215.37,2021-02-13,sell,1875,722262281-0,2020-01-24 08:32:45
IMGN,$98.73,2015-03-19,buy,781,903541534-5,2018-03-02 15:56:19
HIO,$1893.99,2021-08-11,buy,4925,118491680-2,2021-01-11 18:18:18
VIAB,$1563.52,2021-02-04,buy,318,230746377-1,2015-04-23 11:20:45
GWGH,$1939.99,2016-08-03,sell,4534,315311628-8,2017-02-27 05:41:56
CAL,$1500.99,2017-08-13,buy,2537,552999557-8,2016-04-02 17:20:36
LVHD,$2292.63,2016-05-20,sell,3608,744143798-9,2021-10-28 10:26:37
WIX,$1724.46,2021-01-23,buy,266,894443336-4,2022-03-24 02:16:08
HBM,$1024.98,2017-10-28,sell,2604,485254108-6,2018-09-20 01:39:16
VRS,$2034.92,2015-06-06,sell,852,388318486-1,2017-04-12 15:45:00
ANCX,$1645.52,2020-11-29,buy,4820,820863135-3,2022-07-05 12:17:54
CW,$1384.46,2017-10-05,sell,1077,382376784-4,2017-04-20 14:09:23
AKRX,$1774.64,2020-02-10,buy,2482,828503441-0,2015-06-16 17:27:45
SNH,$1010.46,2020-04-15,buy,4299,185866440-3,2015-07-04 10:47:43
TPVG,$1507.21,2021-12-19,sell,2279,405632420-4,2015-12-18 03:15:35
JSYN,$1912.36,2019-04-27,buy,3282,551462054-9,2020-03-26 23:38:29
ICLR,$1733.66,2015-07-19,sell,3517,034354905-0,2017-07-10 01:39:11
CPK,$1172.91,2022-02-03,buy,2302,570235020-0,2019-02-27 03:50:31
KBWD,$1173.65,2015-06-02,sell,815,321458562-2,2015-06-24 15:41:51
AMWD,$526.94,2019-04-27,sell,2733,430753960-5,2021-02-19 11:19:05
LECO,$1050.49,2015-10-25,buy,4895,939242220-2,2015-10-13 14:20:16
AIV,$432.17,2019-09-23,sell,2080,548292118-2,2015-05-13 20:21:12
SSRI,$344.09,2019-02-04,sell,4140,586234792-5,2017-06-15 06:53:40
NBL,$921.85,2020-09-02,buy,2915,274500804-8,2021-10-22 10:55:35
ALTY,$1687.81,2017-07-09,sell,4906,767908390-8,2015-04-18 12:42:55
GBLIL,$158.20,2017-12-14,buy,4322,272164559-5,2022-06-18 18:46:16
IAC,$1590.46,2015-08-20,buy,4166,644379297-1,2015-02-18 09:49:12
ITW,$143.12,2015-08-22,buy,2258,524062785-1,2022-03-15 13:10:31
PRTS,$2467.85,2020-11-06,sell,859,487143905-4,2020-12-18 03:46:56
PSB^V,$229.90,2022-02-10,buy,3500,310934088-7,2017-07-07 08:48:50
HBHCL,$2197.99,2019-11-10,buy,692,061510071-6,2021-10-30 10:22:50
LCII,$2183.68,2017-01-19,buy,124,863924393-X,2016-02-06 22:20:59
ITEQ,$1622.79,2016-11-24,sell,1734,612051167-9,2018-09-01 03:06:58
PFE,$2291.89,2019-01-02,sell,865,863745618-9,2018-02-08 22:44:27
ARMK,$1301.12,2022-02-15,sell,1156,185300769-2,2015-09-08 13:34:16
AMMA,$836.05,2018-11-29,buy,39,796099217-7,2019-07-03 13:05:44
BMY,$2354.69,2018-12-19,buy,1500,495379426-5,2019-05-14 03:45:03
PI,$776.19,2022-02-01,sell,4986,585074988-8,2019-01-26 04:58:22
MNOV,$721.10,2016-05-10,sell,3975,881776128-1,2022-01-21 21:05:45
MKC,$2344.08,2017-12-09,sell,4857,138650885-3,2015-08-22 01:14:54
SNH,$2360.56,2018-08-26,buy,1632,280064565-2,2017-12-16 10:29:15
NAVI,$2377.89,2021-10-08,sell,17,032705763-7,2022-01-02 01:15:00
SBRAP,$1987.21,2015-07-14,sell,701,915785578-1,2021-11-02 03:45:34
RDUS,$2040.95,2022-02-16,sell,3841,646514789-0,2015-12-06 07:11:43
SMBC,$868.57,2017-07-02,buy,1895,131894058-3,2018-04-07 15:29:14
VMO,$1271.37,2017-10-13,sell,3502,495797786-0,2016-08-19 10:48:26
FBIZ,$1171.54,2020-10-25,buy,1307,513547196-0,2019-01-29 15:48:24
PSA^Z,$744.09,2017-01-29,sell,452,082234706-7,2020-07-12 13:52:29
VFC,$1091.40,2021-11-28,sell,3588,490714801-1,2021-01-18 16:28:57
CART,$1062.12,2022-07-12,sell,4483,353581169-4,2016-07-06 15:07:34
TCF^C,$2477.20,2020-01-18,sell,4961,122629805-2,2022-07-21 13:22:42
UBP^G,$393.32,2018-05-16,buy,2084,053111197-0,2015-09-19 00:29:52
QCOM,$1077.71,2015-11-28,sell,956,447344255-1,2022-02-16 05:19:35
BIT,$1142.59,2018-07-10,buy,2466,033919717-X,2018-12-12 19:46:17
HCM,$1784.08,2019-08-06,sell,3856,226508200-7,2016-04-11 23:28:16
RYAAY,$1923.23,2019-05-19,sell,2825,076458371-9,2021-11-20 13:45:37
BYM,$2434.14,2017-07-29,buy,1871,689209803-7,2020-03-15 14:16:57
NFEC,$1979.08,2019-03-25,sell,2138,575496014-X,2017-09-01 11:19:10
MN,$1790.41,2022-08-01,buy,3850,537579271-0,2020-07-23 17:21:45
ADRA,$46.44,2021-11-07,buy,1065,138820450-9,2021-07-17 20:14:04
CSLT,$1086.57,2019-06-18,buy,1656,887393212-6,2017-09-13 13:41:00
CPE^A,$1208.47,2016-05-22,buy,1792,432377440-0,2017-11-07 08:36:01
JBL,$2335.32,2021-03-18,buy,2785,371854979-4,2015-10-23 17:55:10
DAX,$1503.41,2017-01-28,sell,3025,187452422-X,2015-09-15 06:06:48
RDC,$2196.03,2017-11-04,sell,2099,298731828-6,2018-03-29 00:43:45
NVO,$776.19,2021-10-15,sell,3320,805984839-9,2016-04-11 09:25:26
ELVT,$306.21,2016-02-21,buy,4874,649937738-4,2021-01-11 22:16:33
CRNT,$348.08,2021-01-23,buy,3602,980429965-8,2015-05-16 13:05:52
INFY,$399.32,2016-06-18,sell,3079,711775270-X,2018-10-18 03:23:19
CEM,$1447.24,2018-06-29,sell,4631,752838307-4,2020-01-27 12:34:45
SYNL,$568.26,2019-05-06,buy,2872,884829332-8,2016-06-21 05:27:48
LGCYP,$963.10,2019-11-21,sell,4503,579591989-6,2020-11-23 09:48:42
AIT,$824.21,2021-05-20,buy,1113,057487481-X,2020-07-05 03:19:01
SLQD,$916.59,2019-11-14,buy,393,074926613-9,2019-08-29 16:24:18
OLN,$2160.17,2022-02-27,buy,4168,326271067-9,2018-05-09 13:46:57
MACQU,$1947.58,2020-12-23,sell,2334,245191872-1,2016-12-02 22:22:44
HE,$1021.08,2018-12-26,buy,4503,324610911-7,2015-10-01 06:46:01
GSHTW,$675.40,2018-11-01,sell,3443,854145231-X,2018-05-02 05:08:34
GROW,$1630.10,2018-05-20,sell,2245,456372195-6,2020-01-07 19:49:16
BAX,$53.60,2021-06-15,buy,2101,318141408-5,2015-09-01 01:32:25
CCBG,$2273.42,2019-04-18,buy,2344,092945871-0,2021-11-05 12:45:58
VBTX,$914.09,2015-04-24,sell,2632,865538694-4,2020-10-17 22:50:29
GAM,$564.22,2016-06-17,buy,3171,360476017-8,2015-11-27 02:45:31
CPAAU,$1017.89,2017-08-31,sell,4567,299823838-6,2020-08-28 07:54:10
BIOC,$522.75,2021-08-05,sell,3884,217667953-9,2019-11-23 10:45:26
BXMX,$1130.52,2019-05-16,sell,3171,002272369-2,2017-03-12 15:09:22
MYE,$632.62,2017-01-16,sell,2432,495281395-9,2021-07-05 08:29:32
ALL,$974.08,2015-06-09,buy,254,584863147-6,2019-12-30 12:51:49
BID,$2138.47,2015-12-12,sell,4110,392249086-7,2015-11-19 10:27:29
PSA^D,$180.62,2016-03-31,sell,176,804283542-6,2017-03-02 16:51:06
KOOL,$868.14,2022-04-13,buy,2903,839726980-0,2018-05-18 01:20:32
HGSH,$1949.47,2019-12-03,sell,1228,203997512-8,2015-09-25 04:15:55
GOLF,$2317.96,2017-02-27,buy,1236,084152550-1,2015-05-13 20:37:02
WFC^X,$780.33,2020-05-29,buy,2981,354119303-4,2018-08-03 16:36:36
PTEN,$1770.85,2021-02-13,buy,1337,438142633-9,2022-04-19 00:07:56
PSEC,$2261.66,2020-11-26,buy,1832,443806358-2,2015-06-21 21:10:58
RF^A,$2455.49,2016-04-30,buy,1178,059547042-4,2019-08-31 14:06:31
VRAY,$2494.12,2015-03-18,buy,2537,012835409-7,2021-01-24 15:41:03
ANIK,$1233.71,2018-01-28,sell,454,388213296-5,2016-08-13 02:20:49
OPY,$84.48,2019-06-12,buy,1806,147861904-X,2021-12-12 05:15:23
BID,$1442.91,2015-03-28,sell,4518,496928748-1,2018-03-17 16:24:05
SBAC,$2355.19,2019-08-12,buy,4835,952790675-X,2021-07-21 11:57:09
AMH^F,$575.86,2021-10-08,sell,2026,059247591-3,2019-12-10 16:17:46
ERIC,$984.61,2022-02-03,buy,1538,506058413-5,2015-01-18 08:33:26
HUBB,$1819.58,2016-11-19,sell,805,449810791-8,2015-07-13 10:02:45
NTZ,$1221.13,2019-02-09,sell,582,038281940-3,2022-05-10 21:57:49
CWBC,$1404.69,2022-02-02,sell,3539,219295960-5,2017-03-19 14:33:57
ACM,$402.11,2021-10-28,sell,427,302198499-1,2018-07-20 23:01:37
SCE^G,$2498.19,2019-04-02,buy,1717,667945944-3,2015-09-27 19:21:28
FNV,$2326.71,2019-10-22,buy,3529,185330545-6,2021-04-03 12:19:18
NFJ,$2384.01,2022-08-06,sell,859,103610064-2,2019-01-11 10:05:06
FLGT,$2031.74,2020-04-03,buy,2933,606103065-7,2019-05-06 18:47:12
IDSY,$1659.89,2017-11-13,buy,4778,019338507-4,2020-01-12 09:03:18
VRA,$576.08,2021-12-26,sell,2704,775234413-3,2018-01-13 05:53:25
WPG^I,$606.46,2020-02-20,buy,1160,268438954-3,2021-06-12 11:44:43
BLVDW,$784.94,2017-05-08,sell,1250,909025724-1,2020-01-06 14:05:14
FEIM,$2102.13,2015-08-02,buy,3315,338304481-5,2019-03-05 20:41:48
OLED,$868.44,2022-04-07,sell,4339,866174033-9,2018-02-07 05:39:02
PSA^U,$259.50,2021-06-06,sell,587,006187932-0,2018-09-25 16:43:32
TENX,$1917.59,2020-02-26,buy,2999,869733985-5,2022-04-09 06:31:48
BBW,$1156.64,2015-02-12,sell,4964,026464905-2,2016-01-16 03:54:00
RPXC,$1230.74,2015-01-30,sell,1808,162760663-7,2015-09-02 10:38:07
BFZ,$388.00,2016-05-17,sell,1115,815524459-8,2019-07-31 21:16:50
PDEX,$2303.22,2016-10-08,sell,1502,913199503-9,2015-08-16 07:07:40
ANFI,$608.08,2016-06-16,buy,2699,877330303-8,2021-11-28 20:28:01
MU,$2260.90,2017-04-05,buy,124,459667815-4,2018-09-02 14:49:14
AZRE,$989.01,2019-08-09,buy,935,227439427-X,2015-07-26 03:06:44
FNWB,$38.99,2020-02-02,buy,3782,221707009-6,2022-08-08 13:16:31
HRI,$2330.15,2017-10-14,sell,2767,972711675-2,2016-07-31 17:32:58
AAP,$2318.61,2017-02-03,buy,3669,045410851-6,2020-03-05 09:40:43
FFBCW,$46.40,2020-01-20,sell,79,979516788-X,2020-05-11 02:11:31
NCZ,$1737.63,2017-09-01,sell,4208,275374525-0,2022-02-14 19:14:20
EMN,$726.42,2021-05-27,sell,2324,593294362-9,2015-08-04 18:35:09
DVMT,$1.00,2017-08-10,sell,2556,688176770-6,2015-02-09 08:26:31
FSBK,$2467.65,2017-05-28,sell,3875,453212257-0,2015-08-05 02:05:57
FRGI,$1203.87,2016-04-05,sell,9,707494834-9,2018-06-09 23:19:31
APH,$1110.40,2016-02-04,buy,549,229366882-7,2019-06-02 15:51:08
JBR,$92.41,2017-07-22,sell,325,323512565-5,2016-10-08 16:45:26
GGP^A,$1499.30,2019-01-17,sell,4895,729678596-9,2019-07-03 01:50:07
TR,$1318.26,2017-04-03,sell,2422,871645082-5,2021-11-15 07:44:45
ROSE,$2081.06,2020-12-11,sell,3182,104236033-2,2019-10-15 19:13:05
TDIV,$1289.01,2021-10-30,sell,762,656135980-1,2018-02-22 15:08:55
NDP,$241.28,2015-07-03,sell,2554,730431069-3,2018-01-15 21:13:45
SAGE,$738.67,2019-08-31,sell,233,587094490-2,2021-02-26 03:35:25
AVID,$658.12,2022-07-30,buy,3483,691112660-6,2021-11-03 09:32:13
AMGP,$790.56,2019-08-28,sell,3614,174212262-0,2021-04-25 05:39:14
MCEP,$382.72,2019-05-31,buy,3313,457291422-2,2020-08-09 06:17:45
SVU,$248.16,2021-12-13,sell,3378,463327930-0,2016-05-09 23:12:14
WFC^P,$1039.51,2017-06-06,buy,664,019737865-X,2016-03-01 14:48:11
GUT^A,$1428.01,2018-04-12,buy,1829,902988636-6,2019-12-06 10:14:59
PNRG,$2378.23,2015-11-25,sell,2742,011708237-6,2018-09-08 07:52:41
HTBI,$1084.90,2015-12-23,buy,4227,114743386-0,2016-06-28 12:41:34
MIXT,$1270.59,2020-08-27,buy,4824,045284961-6,2015-12-27 17:11:12
CAMP,$1114.00,2018-10-09,sell,3260,760957102-4,2022-02-14 16:59:25
KAACW,$1975.66,2021-04-22,sell,4432,949364594-0,2020-10-10 12:00:43
IRL,$2414.47,2019-05-01,sell,3679,860488397-5,2017-02-06 11:45:02
FNB^E,$1914.62,2019-01-09,sell,3322,279196505-X,2020-06-26 15:25:20
CSBK,$1873.92,2016-04-29,buy,1228,787648039-X,2021-06-08 15:40:49
RICE,$1226.53,2017-10-14,buy,2968,702288772-1,2018-01-18 04:16:36
USEG,$2307.11,2016-05-12,sell,4594,928542255-1,2021-09-27 12:49:02
ONB,$445.44,2020-09-09,buy,123,648001660-2,2021-08-11 03:02:30
HES^A,$1775.27,2015-12-16,buy,2968,351366728-0,2018-02-22 12:54:53
CAAS,$627.37,2020-06-01,sell,1285,241458085-2,2022-02-17 10:47:53
MCR,$266.69,2020-07-31,buy,2462,462951258-6,2020-11-22 12:44:06
AIG.WS,$2020.49,2016-08-27,sell,3703,829796599-6,2017-06-27 23:42:46
VALE.P,$1591.03,2019-02-22,buy,886,857207086-9,2018-04-15 11:48:32
SHPG,$988.85,2016-12-30,buy,4381,194151153-8,2015-06-12 06:14:47
ED,$299.05,2019-04-18,buy,3222,443649162-5,2020-02-06 11:28:28
WWD,$1429.88,2020-11-17,sell,4871,778702937-4,2015-03-07 00:12:32
USAC,$2191.10,2015-11-24,sell,4554,462117278-6,2017-06-15 15:00:45
SLCT,$2381.89,2015-06-13,sell,4659,795075604-7,2019-12-09 14:23:47
PCG,$1631.95,2020-10-11,buy,3433,014577196-2,2020-01-13 13:50:56
JPM^F,$1885.16,2015-04-11,buy,440,976333713-5,2018-09-16 09:56:50
FDC,$364.88,2015-04-01,sell,906,652056514-8,2021-05-04 17:05:33
SLCA,$1447.64,2018-11-11,buy,4117,533579593-X,2020-09-23 15:28:26
GS^I,$932.69,2017-11-20,sell,1681,727957716-4,2017-09-13 22:42:49
MS^K,$1005.41,2021-02-12,buy,2824,438604529-5,2021-02-16 11:35:36
AMNB,$2031.03,2019-07-02,buy,4468,705328957-5,2020-06-08 20:49:21
WASH,$894.99,2016-01-27,buy,3866,936045586-5,2020-04-24 18:11:21
WMC,$1357.19,2016-12-09,sell,4230,501636271-8,2018-01-04 22:28:53
FBIO,$2169.84,2020-05-01,buy,2776,786165019-7,2020-07-28 10:57:40
PRTY,$203.42,2020-07-14,sell,1568,381963506-8,2017-01-19 00:52:54
LOXO,$2044.38,2019-02-09,sell,3839,075113998-X,2021-02-04 07:41:52
CRI,$2250.69,2015-06-10,buy,635,605166605-2,2016-01-24 03:24:51
IVR^A,$2028.83,2019-04-20,sell,4250,812534471-3,2016-12-17 07:50:07
BMLA,$1496.41,2022-08-10,sell,2998,608184176-6,2020-06-11 10:56:34
OSBC,$2459.29,2019-04-11,buy,3640,631299478-3,2019-11-18 05:17:54
MTB,$2388.05,2018-09-21,buy,4054,466200619-8,2020-03-13 20:02:26
LTM,$1589.80,2016-06-23,buy,3060,597074122-1,2017-12-09 17:42:54
HAIN,$721.35,2020-02-20,sell,2254,136936568-3,2016-10-02 16:40:32
ACV,$1970.61,2020-07-02,sell,3260,442775151-2,2020-06-20 22:20:51
ZIONW,$827.56,2021-08-16,sell,4759,919717433-5,2019-04-22 02:36:51
SEE,$1076.90,2021-10-14,sell,3434,148178949-X,2021-05-03 18:23:48
NTEST.B,$106.35,2019-02-22,sell,763,276379694-X,2021-11-24 21:42:29
VPV,$427.83,2019-02-23,sell,4790,281176350-3,2020-06-01 20:18:25
MDVX,$17.57,2019-04-02,buy,3074,435283608-7,2015-03-02 04:56:55
AMCX,$1760.84,2015-03-22,sell,2012,978407225-4,2016-03-02 01:12:45
HE,$9.66,2021-08-22,sell,859,255964288-3,2019-06-30 07:42:24
UBP^F,$695.76,2021-11-11,buy,3666,294560724-7,2020-02-16 16:17:24
EXR,$1059.71,2022-06-14,buy,4724,593352851-X,2018-05-31 04:02:51
MCV,$916.44,2015-10-15,buy,4379,036636064-7,2020-03-03 09:37:00
WWD,$2096.18,2021-07-31,sell,3248,878899908-4,2016-07-19 01:48:53
PLT,$1947.69,2017-11-08,buy,2053,760617181-5,2021-04-16 02:02:51
ASH,$1594.06,2022-06-03,buy,3462,795519885-9,2021-07-08 18:03:22
NKX,$1929.59,2018-03-12,buy,4121,416826735-0,2021-10-05 10:13:51
HRMN,$1696.84,2020-04-10,buy,340,607420677-5,2019-11-08 17:32:45
DXJS,$888.16,2017-03-26,buy,1630,473239643-7,2018-04-27 19:20:35
SPLS,$1289.49,2018-10-03,sell,3185,603901611-6,2015-09-01 01:33:38
CGEN,$318.20,2018-02-24,buy,4816,399530762-0,2022-07-28 09:47:08
GFNCP,$439.99,2020-02-24,buy,4647,976091123-X,2022-04-11 05:39:34
SINA,$1187.20,2022-02-07,buy,1137,461585369-6,2019-04-28 12:25:12
HYT,$235.25,2021-07-17,buy,2019,231349174-9,2017-02-19 09:51:32
BIOS,$400.08,2018-10-20,sell,1817,369881069-7,2016-06-23 04:02:11
MN,$1533.99,2021-08-13,sell,2323,350951773-3,2016-01-03 16:46:09
FCSC,$1000.50,2020-08-23,buy,2614,440546924-5,2017-04-20 23:29:23
FRSH,$1181.38,2018-01-08,buy,48,509277428-2,2015-01-07 06:04:26
DXGE,$2132.14,2018-09-29,buy,41,250456441-4,2016-02-17 03:49:45
CACQ,$89.00,2018-02-09,sell,379,181791303-4,2016-01-11 06:48:29
PG,$392.64,2016-06-01,buy,128,582674504-5,2021-11-28 03:51:12
PH,$1931.27,2019-08-17,buy,2533,717432267-0,2016-07-30 16:20:42
EVH,$1920.54,2018-10-25,buy,2720,762315983-6,2015-07-17 10:56:28
NBHC,$374.22,2017-01-29,sell,3086,687323262-9,2016-04-17 00:55:50
KR,$2307.92,2018-03-04,buy,3134,006747149-8,2016-01-05 06:48:29
SRLP,$323.57,2017-09-07,buy,179,423203283-5,2021-09-17 17:17:20
VVI,$1565.79,2015-07-02,buy,1852,966316775-0,2016-11-09 21:29:47
WTFCW,$1220.56,2019-03-13,buy,3672,982751438-5,2018-03-16 21:10:56
FDEU,$136.30,2016-12-22,buy,3966,986841509-8,2018-04-25 11:21:44
EXD,$1503.25,2019-07-16,buy,4584,379574002-9,2022-07-01 00:13:36
ARDX,$2064.52,2021-12-17,sell,3819,106421514-9,2018-12-25 12:34:23
UBP,$1260.57,2018-08-30,sell,2492,332117011-6,2015-09-05 04:55:06
ISSC,$58.69,2018-06-26,sell,739,072996054-4,2017-09-07 23:34:07
OPB,$1162.51,2017-09-16,buy,358,756955394-2,2016-09-02 06:15:00
DOC,$949.63,2018-01-09,buy,4257,911497067-8,2015-11-14 23:08:21
HSNI,$2347.15,2017-08-11,buy,3673,391159281-7,2016-01-19 01:41:08
JOBS,$942.26,2018-03-25,buy,4563,823466832-3,2017-06-08 05:22:16
AHL^B.CL,$2406.72,2019-07-21,buy,4509,183567395-3,2019-11-17 16:27:36
FDIV,$637.20,2016-02-10,sell,3388,096129317-9,2019-07-14 13:59:06
BSM,$936.30,2016-04-06,buy,3912,592450851-X,2015-05-26 06:37:13
PDLI,$1559.54,2018-12-20,sell,4920,001144441-X,2021-10-23 04:49:37
SNE,$1067.19,2017-01-18,buy,3416,810189867-0,2018-05-08 04:04:21
IHD,$1980.20,2015-06-05,buy,2776,133661289-4,2021-03-27 20:03:14
NRCIA,$1472.01,2019-08-07,sell,1739,139212094-2,2017-05-15 08:16:33
BIOL,$892.18,2016-03-05,sell,3924,555567903-3,2020-06-08 13:07:02
TRHC,$33.59,2016-04-18,sell,2312,559775162-X,2021-04-23 22:21:11
OXM,$2164.97,2021-09-30,buy,3355,332731647-3,2017-09-02 18:11:51
JE,$212.80,2015-09-26,buy,4147,873303256-4,2021-12-26 16:49:40
FAAR,$999.15,2018-11-24,buy,3478,562124621-7,2019-08-05 08:26:51
MS^K,$1595.35,2020-11-07,sell,2143,454260435-7,2020-07-17 17:26:47
SOCL,$647.49,2016-01-29,sell,4125,298042808-6,2015-05-27 14:04:12
FCH,$2188.82,2022-06-15,buy,4736,331075578-9,2020-06-20 03:22:29
VZ,$1400.85,2020-08-16,sell,833,633200247-6,2020-01-28 14:48:13
FMO,$1527.05,2019-03-24,buy,532,108817417-5,2020-07-20 23:31:16
PFIN,$819.73,2020-09-24,sell,4367,201338780-6,2018-04-29 03:01:59
SIVB,$1345.19,2016-02-18,sell,3282,217193081-0,2018-07-04 22:47:18
FDC,$1354.12,2020-07-31,buy,2905,974185675-X,2021-06-04 23:32:49
FTSM,$635.60,2016-01-27,sell,2853,746113494-9,2021-10-10 06:59:17
VTIP,$2089.53,2021-12-03,sell,4799,015248993-2,2016-01-16 21:10:43
UPL,$460.89,2017-08-22,buy,4189,343714184-8,2016-04-13 22:07:33
MDP,$167.62,2022-02-18,buy,772,019733783-X,2015-10-10 06:46:34
FNCX,$1280.01,2020-01-15,sell,361,692432096-1,2020-03-31 22:29:24
WEYS,$1729.08,2018-03-10,sell,579,696359546-1,2020-07-03 00:54:31
EDBI,$1481.80,2016-08-06,buy,3760,021239674-9,2017-02-12 03:20:12
CVTI,$581.44,2017-01-24,sell,2462,434137437-0,2017-11-18 22:41:45
HAWK,$2272.80,2019-10-14,sell,2144,157557426-8,2020-10-05 13:43:21
ADRO,$1742.36,2017-07-28,buy,1427,891426163-8,2019-01-14 23:13:54
AREX,$462.64,2019-10-03,buy,3582,965984748-3,2020-09-20 20:19:38
VIAB,$1164.58,2020-11-09,buy,1715,463178045-2,2021-12-29 23:43:42
BBU,$948.95,2021-08-29,sell,3910,444542275-4,2016-05-26 15:58:54
ROKA,$1702.07,2021-07-14,sell,2747,749989632-3,2015-08-19 14:26:19
JNPR,$602.23,2017-03-31,buy,1354,741637237-2,2018-07-03 17:39:44
NOW,$176.40,2021-06-08,buy,3072,024492484-8,2015-03-31 06:34:34
DLX,$828.67,2019-10-23,buy,1688,767996895-0,2017-11-27 12:07:47
DGRW,$2253.32,2019-03-05,sell,4462,822408732-8,2015-12-06 16:43:44
ZSAN,$1213.29,2020-12-12,buy,4862,472617922-5,2017-03-28 18:14:54
VONG,$1353.14,2022-06-27,sell,4099,101244803-7,2017-11-25 09:40:31
AMWD,$1870.54,2018-07-22,sell,1310,401587253-3,2019-12-05 03:44:33
CAJ,$2490.39,2017-08-30,sell,2100,822836723-6,2019-08-05 22:18:04
UNTY,$2195.96,2022-07-07,sell,4969,109580519-3,2019-06-04 06:54:29
BYBK,$478.86,2019-09-30,sell,1335,891142882-5,2022-07-14 03:52:52
VERI,$2121.66,2017-02-17,sell,1844,258636545-3,2022-07-24 15:08:22
BLBD,$606.08,2016-08-28,buy,4596,640397172-7,2019-10-23 17:17:56
JKHY,$1968.24,2017-09-21,buy,1265,879386147-8,2021-03-06 16:31:41
NDRM,$2369.98,2022-07-16,sell,1847,431090419-X,2021-04-14 06:18:11
BMI,$910.70,2016-03-21,sell,1628,087577601-9,2020-01-13 20:09:36
PRXL,$2396.53,2015-12-12,sell,2632,751226494-1,2015-04-09 06:14:20
VSLR,$1805.99,2021-04-25,sell,4002,110437004-2,2020-09-05 00:37:14
LXU,$1085.59,2017-01-04,sell,1145,525580361-8,2020-10-21 13:23:59
NTNX,$1671.30,2018-04-29,buy,319,950333258-3,2021-11-04 06:11:34
CLCT,$944.13,2021-08-15,buy,924,982236207-2,2022-06-03 22:27:35
PRA,$2212.50,2016-02-02,sell,2547,679804531-6,2017-12-23 13:12:04
OHI,$1503.01,2018-11-07,buy,1095,842003769-9,2015-08-01 02:45:00
DTLA^,$687.11,2017-06-18,buy,7,202681642-5,2017-01-24 01:18:01
HST,$2381.59,2022-02-27,buy,3931,706584595-8,2015-02-06 23:20:32
HYLS,$2347.92,2016-01-07,buy,2135,254826519-6,2017-03-19 03:26:23
CYTX,$608.01,2017-11-30,buy,1439,470932774-2,2021-12-16 17:40:06
TER,$744.84,2020-04-09,sell,1836,508744817-8,2017-08-23 17:43:20
JAX,$850.49,2022-06-12,buy,4623,470209982-5,2022-07-30 21:18:17
MCBC,$1475.97,2021-09-20,sell,4551,628050261-9,2015-08-21 04:26:42
AGFS,$1106.55,2018-04-17,sell,106,001984356-9,2018-05-02 10:03:35
HDNG,$792.67,2018-01-24,buy,2801,678233293-0,2020-11-18 17:03:59
OVLY,$926.58,2018-06-20,buy,2072,931183184-0,2018-02-25 10:04:22
AG,$585.46,2021-05-22,sell,382,634217331-1,2015-03-28 19:30:00
SANM,$1426.20,2015-12-04,sell,3447,660486655-6,2017-08-26 05:27:36
MGA,$1657.58,2017-08-27,sell,1270,479396657-8,2017-02-03 22:38:47
SIVBO,$746.33,2020-02-11,sell,2677,497927315-7,2019-09-01 11:25:44
RARX,$1418.65,2020-10-03,sell,1933,893282624-2,2020-10-23 03:31:06
TUES,$186.05,2017-01-18,sell,4035,062831601-1,2022-07-23 14:26:11
KPTI,$195.41,2021-04-29,buy,2664,076576444-X,2015-03-29 07:13:27
MAMS,$1479.97,2022-02-12,buy,3774,150943853-X,2019-01-16 15:06:14
EVAR,$1955.26,2015-01-14,buy,3459,285341498-1,2019-10-17 11:39:48
XEC,$18.50,2016-06-24,sell,154,345992005-X,2020-04-26 11:14:44
AGNC,$1026.76,2018-04-18,sell,2081,515523566-9,2021-08-16 03:15:13
GLUU,$1235.59,2020-12-15,buy,1666,781080868-0,2019-07-20 16:58:21
HBM,$2324.80,2020-11-23,buy,1292,960309252-5,2015-05-19 13:31:45
CHL,$2310.28,2016-02-06,buy,574,476623029-9,2016-12-19 02:53:33
KORS,$1606.98,2020-12-26,sell,1158,200216794-X,2021-12-05 06:24:25
BMY,$798.20,2021-05-13,sell,3904,923786233-4,2017-10-28 09:02:10
PKI,$1173.73,2018-04-02,sell,3195,724650105-3,2015-08-20 23:58:44
HBI,$794.54,2017-05-14,buy,2970,466192295-6,2020-01-27 13:00:08
CHTR,$1039.62,2021-09-21,buy,2756,900542643-8,2018-09-17 23:27:31
ALSK,$1536.95,2022-03-30,buy,2481,261394533-8,2015-12-07 15:25:32
VLT,$1831.56,2020-05-03,sell,3809,842852195-6,2018-04-24 11:39:22
NUROW,$694.22,2021-05-20,buy,3898,325825946-1,2020-06-12 06:32:21
AEY,$1090.71,2018-11-30,buy,4006,580760495-4,2015-05-19 18:24:35
AHPAU,$1360.59,2020-07-22,sell,2846,346543590-7,2020-06-17 17:35:43
RUBI,$149.31,2015-05-12,sell,4668,863420102-3,2021-02-17 05:33:26
CTR,$538.98,2022-06-27,sell,2903,707363147-3,2016-09-22 04:25:09
WIT,$1324.46,2020-05-12,sell,420,289371503-6,2016-11-18 19:54:55
LYG,$931.91,2015-04-23,buy,4630,523653903-X,2020-07-04 04:14:14
ETO,$2291.08,2016-02-20,buy,489,275025718-2,2017-04-02 16:09:29
TWOU,$1235.35,2017-01-13,sell,2301,483720472-4,2017-09-26 09:49:33
